"","mu1","mu2"
"1661",5,-5
"1662",5,-5
"1663",5,-5
"1664",5,-5
"1665",5,-5
"1666",5,-5
"1667",5,-5
"1668",5,-5
"1669",5,-5
"1670",5,-5
"1671",10,7
"1672",10,7
"1673",10,7
"1674",10,7
"1675",10,7
"1676",10,7
"1677",10,7
"1678",10,7
"1679",10,7
"1680",10,7
"1681",10,-6
"1682",10,-6
"1683",10,-6
"1684",10,-6
"1685",10,-6
"1686",10,-6
"1687",10,-6
"1688",10,-6
"1689",10,-6
"1690",10,-6
"1691",6,4
"1692",6,4
"1693",6,4
"1694",6,4
"1695",6,4
"1696",6,4
"1697",6,4
"1698",6,4
"1699",6,4
"1700",6,4
"1701",8,12
"1702",8,12
"1703",8,12
"1704",8,12
"1705",8,12
"1706",8,12
"1707",8,12
"1708",8,12
"1709",8,12
"1710",8,12
"1711",0,-3
"1712",0,-3
"1713",0,-3
"1714",0,-3
"1715",0,-3
"1716",0,-3
"1717",0,-3
"1718",0,-3
"1719",0,-3
"1720",0,-3
"1721",2,11
"1722",2,11
"1723",2,11
"1724",2,11
"1725",2,11
"1726",2,11
"1727",2,11
"1728",2,11
"1729",2,11
"1730",2,11
"1731",-16,-4
"1732",-16,-4
"1733",-16,-4
"1734",-16,-4
"1735",-16,-4
"1736",-16,-4
"1737",-16,-4
"1738",-16,-4
"1739",-16,-4
"1740",-16,-4
"1741",10,5
"1742",10,5
"1743",10,5
"1744",10,5
"1745",10,5
"1746",10,5
"1747",10,5
"1748",10,5
"1749",10,5
"1750",10,5
"1751",-18,-11
"1752",-18,-11
"1753",-18,-11
"1754",-18,-11
"1755",-18,-11
"1756",-18,-11
"1757",-18,-11
"1758",-18,-11
"1759",-18,-11
"1760",-18,-11
"1761",0,13
"1762",0,13
"1763",0,13
"1764",0,13
"1765",0,13
"1766",0,13
"1767",0,13
"1768",0,13
"1769",0,13
"1770",0,13
"1771",-6,15
"1772",-6,15
"1773",-6,15
"1774",-6,15
"1775",-6,15
"1776",-6,15
"1777",-6,15
"1778",-6,15
"1779",-6,15
"1780",-6,15
"1781",0,-1
"1782",0,-1
"1783",0,-1
"1784",0,-1
"1785",0,-1
"1786",0,-1
"1787",0,-1
"1788",0,-1
"1789",0,-1
"1790",0,-1
"1791",-1,-3
"1792",-1,-3
"1793",-1,-3
"1794",-1,-3
"1795",-1,-3
"1796",-1,-3
"1797",-1,-3
"1798",-1,-3
"1799",-1,-3
"1800",-1,-3
"1801",5,-4
"1802",5,-4
"1803",5,-4
"1804",5,-4
"1805",5,-4
"1806",5,-4
"1807",5,-4
"1808",5,-4
"1809",5,-4
"1810",5,-4
"1811",10,2
"1812",10,2
"1813",10,2
"1814",10,2
"1815",10,2
"1816",10,2
"1817",10,2
"1818",10,2
"1819",10,2
"1820",10,2
"1821",10,-8
"1822",10,-8
"1823",10,-8
"1824",10,-8
"1825",10,-8
"1826",10,-8
"1827",10,-8
"1828",10,-8
"1829",10,-8
"1830",10,-8
"1831",8,0
"1832",8,0
"1833",8,0
"1834",8,0
"1835",8,0
"1836",8,0
"1837",8,0
"1838",8,0
"1839",8,0
"1840",8,0
"1841",6,-3
"1842",6,-3
"1843",6,-3
"1844",6,-3
"1845",6,-3
"1846",6,-3
"1847",6,-3
"1848",6,-3
"1849",6,-3
"1850",6,-3
"1851",-2,-3
"1852",-2,-3
"1853",-2,-3
"1854",-2,-3
"1855",-2,-3
"1856",-2,-3
"1857",-2,-3
"1858",-2,-3
"1859",-2,-3
"1860",-2,-3
"1861",9,6
"1862",9,6
"1863",9,6
"1864",9,6
"1865",9,6
"1866",9,6
"1867",9,6
"1868",9,6
"1869",9,6
"1870",9,6
"1871",6,18
"1872",6,18
"1873",6,18
"1874",6,18
"1875",6,18
"1876",6,18
"1877",6,18
"1878",6,18
"1879",6,18
"1880",6,18
"1881",-11,4
"1882",-11,4
"1883",-11,4
"1884",-11,4
"1885",-11,4
"1886",-11,4
"1887",-11,4
"1888",-11,4
"1889",-11,4
"1890",-11,4
"1891",-4,-2
"1892",-4,-2
"1893",-4,-2
"1894",-4,-2
"1895",-4,-2
"1896",-4,-2
"1897",-4,-2
"1898",-4,-2
"1899",-4,-2
"1900",-4,-2
"1901",-2,26
"1902",-2,26
"1903",-2,26
"1904",-2,26
"1905",-2,26
"1906",-2,26
"1907",-2,26
"1908",-2,26
"1909",-2,26
"1910",-2,26
"1911",-3,-8
"1912",-3,-8
"1913",-3,-8
"1914",-3,-8
"1915",-3,-8
"1916",-3,-8
"1917",-3,-8
"1918",-3,-8
"1919",-3,-8
"1920",-3,-8
"1921",23,5
"1922",23,5
"1923",23,5
"1924",23,5
"1925",23,5
"1926",23,5
"1927",23,5
"1928",23,5
"1929",23,5
"1930",23,5
"1931",-1,-3
"1932",-1,-3
"1933",-1,-3
"1934",-1,-3
"1935",-1,-3
"1936",-1,-3
"1937",-1,-3
"1938",-1,-3
"1939",-1,-3
"1940",-1,-3
"1941",-1,6
"1942",-1,6
"1943",-1,6
"1944",-1,6
"1945",-1,6
"1946",-1,6
"1947",-1,6
"1948",-1,6
"1949",-1,6
"1950",-1,6
"1951",18,4
"1952",18,4
"1953",18,4
"1954",18,4
"1955",18,4
"1956",18,4
"1957",18,4
"1958",18,4
"1959",18,4
"1960",18,4
"1961",8,-4
"1962",8,-4
"1963",8,-4
"1964",8,-4
"1965",8,-4
"1966",8,-4
"1967",8,-4
"1968",8,-4
"1969",8,-4
"1970",8,-4
"1971",2,-13
"1972",2,-13
"1973",2,-13
"1974",2,-13
"1975",2,-13
"1976",2,-13
"1977",2,-13
"1978",2,-13
"1979",2,-13
"1980",2,-13
"1981",-6,-6
"1982",-6,-6
"1983",-6,-6
"1984",-6,-6
"1985",-6,-6
"1986",-6,-6
"1987",-6,-6
"1988",-6,-6
"1989",-6,-6
"1990",-6,-6
"1991",-1,-3
"1992",-1,-3
"1993",-1,-3
"1994",-1,-3
"1995",-1,-3
"1996",-1,-3
"1997",-1,-3
"1998",-1,-3
"1999",-1,-3
"2000",-1,-3
"2001",-17,-1
"2002",-17,-1
"2003",-17,-1
"2004",-17,-1
"2005",-17,-1
"2006",-17,-1
"2007",-17,-1
"2008",-17,-1
"2009",-17,-1
"2010",-17,-1
"2011",-5,5
"2012",-5,5
"2013",-5,5
"2014",-5,5
"2015",-5,5
"2016",-5,5
"2017",-5,5
"2018",-5,5
"2019",-5,5
"2020",-5,5
"2021",-1,2
"2022",-1,2
"2023",-1,2
"2024",-1,2
"2025",-1,2
"2026",-1,2
"2027",-1,2
"2028",-1,2
"2029",-1,2
"2030",-1,2
"2031",4,17
"2032",4,17
"2033",4,17
"2034",4,17
"2035",4,17
"2036",4,17
"2037",4,17
"2038",4,17
"2039",4,17
"2040",4,17
"2041",3,3
"2042",3,3
"2043",3,3
"2044",3,3
"2045",3,3
"2046",3,3
"2047",3,3
"2048",3,3
"2049",3,3
"2050",3,3
"2051",1,6
"2052",1,6
"2053",1,6
"2054",1,6
"2055",1,6
"2056",1,6
"2057",1,6
"2058",1,6
"2059",1,6
"2060",1,6
"2061",-6,6
"2062",-6,6
"2063",-6,6
"2064",-6,6
"2065",-6,6
"2066",-6,6
"2067",-6,6
"2068",-6,6
"2069",-6,6
"2070",-6,6
"2071",10,2
"2072",10,2
"2073",10,2
"2074",10,2
"2075",10,2
"2076",10,2
"2077",10,2
"2078",10,2
"2079",10,2
"2080",10,2
"2081",14,4
"2082",14,4
"2083",14,4
"2084",14,4
"2085",14,4
"2086",14,4
"2087",14,4
"2088",14,4
"2089",14,4
"2090",14,4
"2091",-1,-6
"2092",-1,-6
"2093",-1,-6
"2094",-1,-6
"2095",-1,-6
"2096",-1,-6
"2097",-1,-6
"2098",-1,-6
"2099",-1,-6
"2100",-1,-6
"2101",-1,-17
"2102",-1,-17
"2103",-1,-17
"2104",-1,-17
"2105",-1,-17
"2106",-1,-17
"2107",-1,-17
"2108",-1,-17
"2109",-1,-17
"2110",-1,-17
"2111",19,6
"2112",19,6
"2113",19,6
"2114",19,6
"2115",19,6
"2116",19,6
"2117",19,6
"2118",19,6
"2119",19,6
"2120",19,6
"2121",10,-11
"2122",10,-11
"2123",10,-11
"2124",10,-11
"2125",10,-11
"2126",10,-11
"2127",10,-11
"2128",10,-11
"2129",10,-11
"2130",10,-11
"2131",-3,-7
"2132",-3,-7
"2133",-3,-7
"2134",-3,-7
"2135",-3,-7
"2136",-3,-7
"2137",-3,-7
"2138",-3,-7
"2139",-3,-7
"2140",-3,-7
"2141",-4,3
"2142",-4,3
"2143",-4,3
"2144",-4,3
"2145",-4,3
"2146",-4,3
"2147",-4,3
"2148",-4,3
"2149",-4,3
"2150",-4,3
"2151",-1,-9
"2152",-1,-9
"2153",-1,-9
"2154",-1,-9
"2155",-1,-9
"2156",-1,-9
"2157",-1,-9
"2158",-1,-9
"2159",-1,-9
"2160",-1,-9
"2161",1,-2
"2162",1,-2
"2163",1,-2
"2164",1,-2
"2165",1,-2
"2166",1,-2
"2167",1,-2
"2168",1,-2
"2169",1,-2
"2170",1,-2
"2171",13,9
"2172",13,9
"2173",13,9
"2174",13,9
"2175",13,9
"2176",13,9
"2177",13,9
"2178",13,9
"2179",13,9
"2180",13,9
"2181",1,-1
"2182",1,-1
"2183",1,-1
"2184",1,-1
"2185",1,-1
"2186",1,-1
"2187",1,-1
"2188",1,-1
"2189",1,-1
"2190",1,-1
"2191",-12,-7
"2192",-12,-7
"2193",-12,-7
"2194",-12,-7
"2195",-12,-7
"2196",-12,-7
"2197",-12,-7
"2198",-12,-7
"2199",-12,-7
"2200",-12,-7
"2201",-9,-5
"2202",-9,-5
"2203",-9,-5
"2204",-9,-5
"2205",-9,-5
"2206",-9,-5
"2207",-9,-5
"2208",-9,-5
"2209",-9,-5
"2210",-9,-5
"2211",12,0
"2212",12,0
"2213",12,0
"2214",12,0
"2215",12,0
"2216",12,0
"2217",12,0
"2218",12,0
"2219",12,0
"2220",12,0
"2221",1,-10
"2222",1,-10
"2223",1,-10
"2224",1,-10
"2225",1,-10
"2226",1,-10
"2227",1,-10
"2228",1,-10
"2229",1,-10
"2230",1,-10
"2231",3,4
"2232",3,4
"2233",3,4
"2234",3,4
"2235",3,4
"2236",3,4
"2237",3,4
"2238",3,4
"2239",3,4
"2240",3,4
"2241",2,4
"2242",2,4
"2243",2,4
"2244",2,4
"2245",2,4
"2246",2,4
"2247",2,4
"2248",2,4
"2249",2,4
"2250",2,4
"2251",8,0
"2252",8,0
"2253",8,0
"2254",8,0
"2255",8,0
"2256",8,0
"2257",8,0
"2258",8,0
"2259",8,0
"2260",8,0
"2261",5,-7
"2262",5,-7
"2263",5,-7
"2264",5,-7
"2265",5,-7
"2266",5,-7
"2267",5,-7
"2268",5,-7
"2269",5,-7
"2270",5,-7
"2271",0,-1
"2272",0,-1
"2273",0,-1
"2274",0,-1
"2275",0,-1
"2276",0,-1
"2277",0,-1
"2278",0,-1
"2279",0,-1
"2280",0,-1
"2281",-2,-10
"2282",-2,-10
"2283",-2,-10
"2284",-2,-10
"2285",-2,-10
"2286",-2,-10
"2287",-2,-10
"2288",-2,-10
"2289",-2,-10
"2290",-2,-10
"2291",1,-7
"2292",1,-7
"2293",1,-7
"2294",1,-7
"2295",1,-7
"2296",1,-7
"2297",1,-7
"2298",1,-7
"2299",1,-7
"2300",1,-7
"2301",3,3
"2302",3,3
"2303",3,3
"2304",3,3
"2305",3,3
"2306",3,3
"2307",3,3
"2308",3,3
"2309",3,3
"2310",3,3
"2311",-5,7
"2312",-5,7
"2313",-5,7
"2314",-5,7
"2315",-5,7
"2316",-5,7
"2317",-5,7
"2318",-5,7
"2319",-5,7
"2320",-5,7
"2321",2,-3
"2322",2,-3
"2323",2,-3
"2324",2,-3
"2325",2,-3
"2326",2,-3
"2327",2,-3
"2328",2,-3
"2329",2,-3
"2330",2,-3
"2331",4,-4
"2332",4,-4
"2333",4,-4
"2334",4,-4
"2335",4,-4
"2336",4,-4
"2337",4,-4
"2338",4,-4
"2339",4,-4
"2340",4,-4
"2341",-5,14
"2342",-5,14
"2343",-5,14
"2344",-5,14
"2345",-5,14
"2346",-5,14
"2347",-5,14
"2348",-5,14
"2349",-5,14
"2350",-5,14
"2351",-4,6
"2352",-4,6
"2353",-4,6
"2354",-4,6
"2355",-4,6
"2356",-4,6
"2357",-4,6
"2358",-4,6
"2359",-4,6
"2360",-4,6
"2361",-11,17
"2362",-11,17
"2363",-11,17
"2364",-11,17
"2365",-11,17
"2366",-11,17
"2367",-11,17
"2368",-11,17
"2369",-11,17
"2370",-11,17
"2371",1,4
"2372",1,4
"2373",1,4
"2374",1,4
"2375",1,4
"2376",1,4
"2377",1,4
"2378",1,4
"2379",1,4
"2380",1,4
"2381",1,-10
"2382",1,-10
"2383",1,-10
"2384",1,-10
"2385",1,-10
"2386",1,-10
"2387",1,-10
"2388",1,-10
"2389",1,-10
"2390",1,-10
"2391",9,-6
"2392",9,-6
"2393",9,-6
"2394",9,-6
"2395",9,-6
"2396",9,-6
"2397",9,-6
"2398",9,-6
"2399",9,-6
"2400",9,-6
"2401",8,-2
"2402",8,-2
"2403",8,-2
"2404",8,-2
"2405",8,-2
"2406",8,-2
"2407",8,-2
"2408",8,-2
"2409",8,-2
"2410",8,-2
"2411",-7,7
"2412",-7,7
"2413",-7,7
"2414",-7,7
"2415",-7,7
"2416",-7,7
"2417",-7,7
"2418",-7,7
"2419",-7,7
"2420",-7,7
"2421",5,-3
"2422",5,-3
"2423",5,-3
"2424",5,-3
"2425",5,-3
"2426",5,-3
"2427",5,-3
"2428",5,-3
"2429",5,-3
"2430",5,-3
"2431",0,3
"2432",0,3
"2433",0,3
"2434",0,3
"2435",0,3
"2436",0,3
"2437",0,3
"2438",0,3
"2439",0,3
"2440",0,3
"2441",5,-8
"2442",5,-8
"2443",5,-8
"2444",5,-8
"2445",5,-8
"2446",5,-8
"2447",5,-8
"2448",5,-8
"2449",5,-8
"2450",5,-8
"2451",9,7
"2452",9,7
"2453",9,7
"2454",9,7
"2455",9,7
"2456",9,7
"2457",9,7
"2458",9,7
"2459",9,7
"2460",9,7
"2461",-10,5
"2462",-10,5
"2463",-10,5
"2464",-10,5
"2465",-10,5
"2466",-10,5
"2467",-10,5
"2468",-10,5
"2469",-10,5
"2470",-10,5
"2471",29,-9
"2472",29,-9
"2473",29,-9
"2474",29,-9
"2475",29,-9
"2476",29,-9
"2477",29,-9
"2478",29,-9
"2479",29,-9
"2480",29,-9
"2481",8,0
"2482",8,0
"2483",8,0
"2484",8,0
"2485",8,0
"2486",8,0
"2487",8,0
"2488",8,0
"2489",8,0
"2490",8,0
"2491",-4,-7
"2492",-4,-7
"2493",-4,-7
"2494",-4,-7
"2495",-4,-7
"2496",-4,-7
"2497",-4,-7
"2498",-4,-7
"2499",-4,-7
"2500",-4,-7
"2501",1,1
"2502",1,1
"2503",1,1
"2504",1,1
"2505",1,1
"2506",1,1
"2507",1,1
"2508",1,1
"2509",1,1
"2510",1,1
"2511",13,-2
"2512",13,-2
"2513",13,-2
"2514",13,-2
"2515",13,-2
"2516",13,-2
"2517",13,-2
"2518",13,-2
"2519",13,-2
"2520",13,-2
"2521",-1,-9
"2522",-1,-9
"2523",-1,-9
"2524",-1,-9
"2525",-1,-9
"2526",-1,-9
"2527",-1,-9
"2528",-1,-9
"2529",-1,-9
"2530",-1,-9
"2531",21,7
"2532",21,7
"2533",21,7
"2534",21,7
"2535",21,7
"2536",21,7
"2537",21,7
"2538",21,7
"2539",21,7
"2540",21,7
"2541",-7,0
"2542",-7,0
"2543",-7,0
"2544",-7,0
"2545",-7,0
"2546",-7,0
"2547",-7,0
"2548",-7,0
"2549",-7,0
"2550",-7,0
"2551",-11,-3
"2552",-11,-3
"2553",-11,-3
"2554",-11,-3
"2555",-11,-3
"2556",-11,-3
"2557",-11,-3
"2558",-11,-3
"2559",-11,-3
"2560",-11,-3
"2561",7,1
"2562",7,1
"2563",7,1
"2564",7,1
"2565",7,1
"2566",7,1
"2567",7,1
"2568",7,1
"2569",7,1
"2570",7,1
"2571",-14,1
"2572",-14,1
"2573",-14,1
"2574",-14,1
"2575",-14,1
"2576",-14,1
"2577",-14,1
"2578",-14,1
"2579",-14,1
"2580",-14,1
"2581",-3,-6
"2582",-3,-6
"2583",-3,-6
"2584",-3,-6
"2585",-3,-6
"2586",-3,-6
"2587",-3,-6
"2588",-3,-6
"2589",-3,-6
"2590",-3,-6
"2591",-5,-4
"2592",-5,-4
"2593",-5,-4
"2594",-5,-4
"2595",-5,-4
"2596",-5,-4
"2597",-5,-4
"2598",-5,-4
"2599",-5,-4
"2600",-5,-4
"2601",1,-22
"2602",1,-22
"2603",1,-22
"2604",1,-22
"2605",1,-22
"2606",1,-22
"2607",1,-22
"2608",1,-22
"2609",1,-22
"2610",1,-22
"2611",-2,7
"2612",-2,7
"2613",-2,7
"2614",-2,7
"2615",-2,7
"2616",-2,7
"2617",-2,7
"2618",-2,7
"2619",-2,7
"2620",-2,7
"2621",0,11
"2622",0,11
"2623",0,11
"2624",0,11
"2625",0,11
"2626",0,11
"2627",0,11
"2628",0,11
"2629",0,11
"2630",0,11
"2631",8,3
"2632",8,3
"2633",8,3
"2634",8,3
"2635",8,3
"2636",8,3
"2637",8,3
"2638",8,3
"2639",8,3
"2640",8,3
"2641",-13,9
"2642",-13,9
"2643",-13,9
"2644",-13,9
"2645",-13,9
"2646",-13,9
"2647",-13,9
"2648",-13,9
"2649",-13,9
"2650",-13,9
"2651",-17,7
"2652",-17,7
"2653",-17,7
"2654",-17,7
"2655",-17,7
"2656",-17,7
"2657",-17,7
"2658",-17,7
"2659",-17,7
"2660",-17,7
"2661",-6,-8
"2662",-6,-8
"2663",-6,-8
"2664",-6,-8
"2665",-6,-8
"2666",-6,-8
"2667",-6,-8
"2668",-6,-8
"2669",-6,-8
"2670",-6,-8
"2671",3,3
"2672",3,3
"2673",3,3
"2674",3,3
"2675",3,3
"2676",3,3
"2677",3,3
"2678",3,3
"2679",3,3
"2680",3,3
"2681",-3,-7
"2682",-3,-7
"2683",-3,-7
"2684",-3,-7
"2685",-3,-7
"2686",-3,-7
"2687",-3,-7
"2688",-3,-7
"2689",-3,-7
"2690",-3,-7
"2691",1,7
"2692",1,7
"2693",1,7
"2694",1,7
"2695",1,7
"2696",1,7
"2697",1,7
"2698",1,7
"2699",1,7
"2700",1,7
"2701",-5,1
"2702",-5,1
"2703",-5,1
"2704",-5,1
"2705",-5,1
"2706",-5,1
"2707",-5,1
"2708",-5,1
"2709",-5,1
"2710",-5,1
"2711",2,15
"2712",2,15
"2713",2,15
"2714",2,15
"2715",2,15
"2716",2,15
"2717",2,15
"2718",2,15
"2719",2,15
"2720",2,15
"2721",-2,8
"2722",-2,8
"2723",-2,8
"2724",-2,8
"2725",-2,8
"2726",-2,8
"2727",-2,8
"2728",-2,8
"2729",-2,8
"2730",-2,8
"2731",6,7
"2732",6,7
"2733",6,7
"2734",6,7
"2735",6,7
"2736",6,7
"2737",6,7
"2738",6,7
"2739",6,7
"2740",6,7
"2741",-1,1
"2742",-1,1
"2743",-1,1
"2744",-1,1
"2745",-1,1
"2746",-1,1
"2747",-1,1
"2748",-1,1
"2749",-1,1
"2750",-1,1
"2751",0,-4
"2752",0,-4
"2753",0,-4
"2754",0,-4
"2755",0,-4
"2756",0,-4
"2757",0,-4
"2758",0,-4
"2759",0,-4
"2760",0,-4
"2761",-6,-7
"2762",-6,-7
"2763",-6,-7
"2764",-6,-7
"2765",-6,-7
"2766",-6,-7
"2767",-6,-7
"2768",-6,-7
"2769",-6,-7
"2770",-6,-7
"2771",4,6
"2772",4,6
"2773",4,6
"2774",4,6
"2775",4,6
"2776",4,6
"2777",4,6
"2778",4,6
"2779",4,6
"2780",4,6
"2781",-4,0
"2782",-4,0
"2783",-4,0
"2784",-4,0
"2785",-4,0
"2786",-4,0
"2787",-4,0
"2788",-4,0
"2789",-4,0
"2790",-4,0
"2791",3,7
"2792",3,7
"2793",3,7
"2794",3,7
"2795",3,7
"2796",3,7
"2797",3,7
"2798",3,7
"2799",3,7
"2800",3,7
"2801",20,4
"2802",20,4
"2803",20,4
"2804",20,4
"2805",20,4
"2806",20,4
"2807",20,4
"2808",20,4
"2809",20,4
"2810",20,4
"2811",11,-9
"2812",11,-9
"2813",11,-9
"2814",11,-9
"2815",11,-9
"2816",11,-9
"2817",11,-9
"2818",11,-9
"2819",11,-9
"2820",11,-9
"2821",9,5
"2822",9,5
"2823",9,5
"2824",9,5
"2825",9,5
"2826",9,5
"2827",9,5
"2828",9,5
"2829",9,5
"2830",9,5
"2831",-4,4
"2832",-4,4
"2833",-4,4
"2834",-4,4
"2835",-4,4
"2836",-4,4
"2837",-4,4
"2838",-4,4
"2839",-4,4
"2840",-4,4
"2841",-2,23
"2842",-2,23
"2843",-2,23
"2844",-2,23
"2845",-2,23
"2846",-2,23
"2847",-2,23
"2848",-2,23
"2849",-2,23
"2850",-2,23
"2851",1,11
"2852",1,11
"2853",1,11
"2854",1,11
"2855",1,11
"2856",1,11
"2857",1,11
"2858",1,11
"2859",1,11
"2860",1,11
"2861",8,13
"2862",8,13
"2863",8,13
"2864",8,13
"2865",8,13
"2866",8,13
"2867",8,13
"2868",8,13
"2869",8,13
"2870",8,13
"2871",-3,-9
"2872",-3,-9
"2873",-3,-9
"2874",-3,-9
"2875",-3,-9
"2876",-3,-9
"2877",-3,-9
"2878",-3,-9
"2879",-3,-9
"2880",-3,-9
"2881",-2,-5
"2882",-2,-5
"2883",-2,-5
"2884",-2,-5
"2885",-2,-5
"2886",-2,-5
"2887",-2,-5
"2888",-2,-5
"2889",-2,-5
"2890",-2,-5
"2891",1,-6
"2892",1,-6
"2893",1,-6
"2894",1,-6
"2895",1,-6
"2896",1,-6
"2897",1,-6
"2898",1,-6
"2899",1,-6
"2900",1,-6
"2901",-1,8
"2902",-1,8
"2903",-1,8
"2904",-1,8
"2905",-1,8
"2906",-1,8
"2907",-1,8
"2908",-1,8
"2909",-1,8
"2910",-1,8
"2911",16,-2
"2912",16,-2
"2913",16,-2
"2914",16,-2
"2915",16,-2
"2916",16,-2
"2917",16,-2
"2918",16,-2
"2919",16,-2
"2920",16,-2
"2921",12,-8
"2922",12,-8
"2923",12,-8
"2924",12,-8
"2925",12,-8
"2926",12,-8
"2927",12,-8
"2928",12,-8
"2929",12,-8
"2930",12,-8
"2931",14,1
"2932",14,1
"2933",14,1
"2934",14,1
"2935",14,1
"2936",14,1
"2937",14,1
"2938",14,1
"2939",14,1
"2940",14,1
"2941",5,1
"2942",5,1
"2943",5,1
"2944",5,1
"2945",5,1
"2946",5,1
"2947",5,1
"2948",5,1
"2949",5,1
"2950",5,1
"2951",1,-2
"2952",1,-2
"2953",1,-2
"2954",1,-2
"2955",1,-2
"2956",1,-2
"2957",1,-2
"2958",1,-2
"2959",1,-2
"2960",1,-2
"2961",-2,14
"2962",-2,14
"2963",-2,14
"2964",-2,14
"2965",-2,14
"2966",-2,14
"2967",-2,14
"2968",-2,14
"2969",-2,14
"2970",-2,14
"2971",2,5
"2972",2,5
"2973",2,5
"2974",2,5
"2975",2,5
"2976",2,5
"2977",2,5
"2978",2,5
"2979",2,5
"2980",2,5
"2981",-7,1
"2982",-7,1
"2983",-7,1
"2984",-7,1
"2985",-7,1
"2986",-7,1
"2987",-7,1
"2988",-7,1
"2989",-7,1
"2990",-7,1
"2991",-4,-4
"2992",-4,-4
"2993",-4,-4
"2994",-4,-4
"2995",-4,-4
"2996",-4,-4
"2997",-4,-4
"2998",-4,-4
"2999",-4,-4
"3000",-4,-4
"3001",-3,-22
"3002",-3,-22
"3003",-3,-22
"3004",-3,-22
"3005",-3,-22
"3006",-3,-22
"3007",-3,-22
"3008",-3,-22
"3009",-3,-22
"3010",-3,-22
"3011",0,1
"3012",0,1
"3013",0,1
"3014",0,1
"3015",0,1
"3016",0,1
"3017",0,1
"3018",0,1
"3019",0,1
"3020",0,1
"3021",-8,0
"3022",-8,0
"3023",-8,0
"3024",-8,0
"3025",-8,0
"3026",-8,0
"3027",-8,0
"3028",-8,0
"3029",-8,0
"3030",-8,0
"3031",3,0
"3032",3,0
"3033",3,0
"3034",3,0
"3035",3,0
"3036",3,0
"3037",3,0
"3038",3,0
"3039",3,0
"3040",3,0
"3041",11,-6
"3042",11,-6
"3043",11,-6
"3044",11,-6
"3045",11,-6
"3046",11,-6
"3047",11,-6
"3048",11,-6
"3049",11,-6
"3050",11,-6
"3051",9,-7
"3052",9,-7
"3053",9,-7
"3054",9,-7
"3055",9,-7
"3056",9,-7
"3057",9,-7
"3058",9,-7
"3059",9,-7
"3060",9,-7
"3061",3,-3
"3062",3,-3
"3063",3,-3
"3064",3,-3
"3065",3,-3
"3066",3,-3
"3067",3,-3
"3068",3,-3
"3069",3,-3
"3070",3,-3
"3071",-7,-2
"3072",-7,-2
"3073",-7,-2
"3074",-7,-2
"3075",-7,-2
"3076",-7,-2
"3077",-7,-2
"3078",-7,-2
"3079",-7,-2
"3080",-7,-2
"3081",13,0
"3082",13,0
"3083",13,0
"3084",13,0
"3085",13,0
"3086",13,0
"3087",13,0
"3088",13,0
"3089",13,0
"3090",13,0
"3091",-2,9
"3092",-2,9
"3093",-2,9
"3094",-2,9
"3095",-2,9
"3096",-2,9
"3097",-2,9
"3098",-2,9
"3099",-2,9
"3100",-2,9
"3101",-8,1
"3102",-8,1
"3103",-8,1
"3104",-8,1
"3105",-8,1
"3106",-8,1
"3107",-8,1
"3108",-8,1
"3109",-8,1
"3110",-8,1
"3111",7,15
"3112",7,15
"3113",7,15
"3114",7,15
"3115",7,15
"3116",7,15
"3117",7,15
"3118",7,15
"3119",7,15
"3120",7,15
"3121",-8,2
"3122",-8,2
"3123",-8,2
"3124",-8,2
"3125",-8,2
"3126",-8,2
"3127",-8,2
"3128",-8,2
"3129",-8,2
"3130",-8,2
"3131",0,12
"3132",0,12
"3133",0,12
"3134",0,12
"3135",0,12
"3136",0,12
"3137",0,12
"3138",0,12
"3139",0,12
"3140",0,12
"3141",4,-3
"3142",4,-3
"3143",4,-3
"3144",4,-3
"3145",4,-3
"3146",4,-3
"3147",4,-3
"3148",4,-3
"3149",4,-3
"3150",4,-3
"3151",6,-7
"3152",6,-7
"3153",6,-7
"3154",6,-7
"3155",6,-7
"3156",6,-7
"3157",6,-7
"3158",6,-7
"3159",6,-7
"3160",6,-7
"3161",-3,0
"3162",-3,0
"3163",-3,0
"3164",-3,0
"3165",-3,0
"3166",-3,0
"3167",-3,0
"3168",-3,0
"3169",-3,0
"3170",-3,0
"3171",4,1
"3172",4,1
"3173",4,1
"3174",4,1
"3175",4,1
"3176",4,1
"3177",4,1
"3178",4,1
"3179",4,1
"3180",4,1
"3181",-4,-12
"3182",-4,-12
"3183",-4,-12
"3184",-4,-12
"3185",-4,-12
"3186",-4,-12
"3187",-4,-12
"3188",-4,-12
"3189",-4,-12
"3190",-4,-12
"3191",-17,5
"3192",-17,5
"3193",-17,5
"3194",-17,5
"3195",-17,5
"3196",-17,5
"3197",-17,5
"3198",-17,5
"3199",-17,5
"3200",-17,5
"3201",6,8
"3202",6,8
"3203",6,8
"3204",6,8
"3205",6,8
"3206",6,8
"3207",6,8
"3208",6,8
"3209",6,8
"3210",6,8
"3211",11,-8
"3212",11,-8
"3213",11,-8
"3214",11,-8
"3215",11,-8
"3216",11,-8
"3217",11,-8
"3218",11,-8
"3219",11,-8
"3220",11,-8
"3221",0,-11
"3222",0,-11
"3223",0,-11
"3224",0,-11
"3225",0,-11
"3226",0,-11
"3227",0,-11
"3228",0,-11
"3229",0,-11
"3230",0,-11
"3231",-6,2
"3232",-6,2
"3233",-6,2
"3234",-6,2
"3235",-6,2
"3236",-6,2
"3237",-6,2
"3238",-6,2
